ADP_BCID_Bayes	ADP_s_mean_Bayes	ADP_s_std_Bayes	ADP_s_time
183	0.3681114342926979	0.030490351089000105	9
186	0.47910265290392406	0.035786401220364264	9
188	0.40355675401805247	0.041509137301546796	9
189	0.7780253041996366	0.04045923799883224	9
192	0.8045150250967119	0.033724704439407976	9
193	0.3223033002120778	0.03322214106834954	9
194	0.6497794090105485	0.05066315831296795	9
196	0.3143492044552066	0.04325637134566582	8
197	0.25366941500401025	0.036504847794289946	9
198	0.6694320600786908	0.035289828698130896	9
199	0.5174735411209413	0.04802639133301537	9
201	0.5012915678975384	0.04519639522753058	9
202	0.6122345860400749	0.032316609843696185	9
203	0.45463060815395	0.03145835653865577	9
204	0.20337589405237294	0.03515962959256617	7
205	0.40809804749497774	0.0436504961619328	9
998	0.24478631727928504	0.043294295012040324	9
1017	0.24673473950115876	0.043150057133678144	9
1052	0.30070009525966945	0.05946647030152335	9
1874	0.2651699579280571	0.05022780130094569	9
1990	0.25253567349384004	0.04671696792747668	9
2020	0.3665250922598599	0.06784028050150456	7
3036	0.18831498508680802	0.03672945026784472	9
3110	0.22147909578128905	0.043261146921886255	9
3335	0.2139573106858029	0.040113663168659754	7
3740	0.23096920161680906	0.04041408280730354	9
4538	0.2505496472043583	0.04053028021554774	9
4570	0.18079130606024282	0.034307317492186296	9
5178	0.29008928923523347	0.05166134418569663	9
5757	0.2947828229435934	0.058908738827618115	8
5871	0.23116526949089694	0.03945375741681886	9
6442	0.1865387321984851	0.03673114950202907	9
6464	0.1768313190726502	0.033931246881181404	9
7575	0.28585588255018013	0.051612723931369744	8
9083	0.3638959988827081	0.06590187100152749	8
9155	0.20536789137679526	0.039052901873768454	9
9514	0.2955397338693299	0.05571704431416627	6
9741	0.27356323165872215	0.05293296285553871	9
